Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.226.1-192.168.226.135-56300-80-6,192.168.226.1,56300,192.168.226.135,80,6,10/05/2023 11:23:30 PM,75735,4,0,381.0,0.0,381.0,0.0,95.25,190.5,0,0,0,0,5030.699148346207,52.8157390902489,25245.0,43086.11993438258,74996.0,164.0,75735.0,25245.0,43086.11993438258,74996.0,164.0,0,0,0,0,0,0,0,0,0,92,0,52.8157390902489,0.0,0.0,381.0,76.2,170.38837988548397,29032.2,1,1,0,1,3,0,0,0,0.0,95.25,95.25,0.0,0,0,0,0,0,0,1,95,0,0,64240,0,1,20,0,0,0,0,1.683728610002601E15,0.0,1.683728610002601E15,1.683728610002601E15,NeedManualLabel
192.168.226.1-192.168.226.135-56303-80-6,192.168.226.1,56303,192.168.226.135,80,6,10/05/2023 11:23:30 PM,90471,4,0,393.0,0.0,393.0,0.0,98.25,196.5,0,0,0,0,4343.9334151275,44.21306274938931,30157.0,51657.783353527666,89806.0,177.0,90471.0,30157.0,51657.783353527666,89806.0,177.0,0,0,0,0,0,0,0,0,0,92,0,44.21306274938931,0.0,0.0,393.0,78.6,175.75494303148346,30889.8,1,1,0,1,3,0,0,0,0.0,98.25,98.25,0.0,0,0,0,0,0,0,1,98,0,0,64240,0,1,20,0,0,0,0,1.68372861000475E15,0.0,1.68372861000475E15,1.68372861000475E15,NeedManualLabel
192.168.226.1-192.168.226.135-56306-80-6,192.168.226.1,56306,192.168.226.135,80,6,10/05/2023 11:23:30 PM,94132,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,3675.6894573577533,42.49351973823992,31377.333333333336,53525.29757351502,93182.0,167.0,94132.0,31377.333333333336,53525.29757351502,93182.0,167.0,0,0,0,0,0,0,0,0,0,92,0,42.49351973823992,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610006265E15,0.0,1.683728610006265E15,1.683728610006265E15,NeedManualLabel
192.168.226.1-192.168.226.135-56301-80-6,192.168.226.1,56301,192.168.226.135,80,6,10/05/2023 11:23:30 PM,104572,4,0,360.0,0.0,360.0,0.0,90.0,180.0,0,0,0,0,3442.604138775198,38.2511570975022,34857.33333333333,42928.048759911435,82928.0,347.0,104572.0,34857.33333333333,42928.048759911435,82928.0,347.0,0,0,0,0,0,0,0,0,0,92,0,38.2511570975022,0.0,0.0,360.0,72.0,160.99689437998487,25920.0,1,1,0,1,3,0,0,0,0.0,90.0,90.0,0.0,0,0,0,0,0,0,1,90,0,0,64240,0,1,20,0,0,0,0,1.683728610003073E15,0.0,1.683728610003073E15,1.683728610003073E15,NeedManualLabel
192.168.226.1-192.168.226.135-56304-80-6,192.168.226.1,56304,192.168.226.135,80,6,10/05/2023 11:23:30 PM,104086,4,0,354.0,0.0,354.0,0.0,88.5,177.0,0,0,0,0,3401.0337605441655,38.42976000614876,34695.33333333333,41976.63452842943,81701.0,951.0,104086.0,34695.33333333333,41976.63452842943,81701.0,951.0,0,0,0,0,0,0,0,0,0,92,0,38.42976000614876,0.0,0.0,354.0,70.8,158.3136128069851,25063.2,1,1,0,1,3,0,0,0,0.0,88.5,88.5,0.0,0,0,0,0,0,0,1,88,0,0,64240,0,1,20,0,0,0,0,1.683728610004622E15,0.0,1.683728610004622E15,1.683728610004622E15,NeedManualLabel
192.168.226.1-192.168.226.135-56302-80-6,192.168.226.1,56302,192.168.226.135,80,6,10/05/2023 11:23:30 PM,104974,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,3296.0542610551183,38.10467353820946,34991.33333333333,42321.49903220978,82069.0,100.0,104974.0,34991.33333333333,42321.49903220978,82069.0,100.0,0,0,0,0,0,0,0,0,0,92,0,38.10467353820946,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610004117E15,0.0,1.683728610004117E15,1.683728610004117E15,NeedManualLabel
192.168.226.1-192.168.226.135-56305-80-6,192.168.226.1,56305,192.168.226.135,80,6,10/05/2023 11:23:30 PM,104141,4,0,381.0,0.0,381.0,0.0,95.25,190.5,0,0,0,0,3658.5014547584524,38.40946409195226,34713.66666666667,51506.55597429645,93937.0,372.0,104141.0,34713.66666666667,51506.55597429645,93937.0,372.0,0,0,0,0,0,0,0,0,0,92,0,38.40946409195226,0.0,0.0,381.0,76.2,170.38837988548397,29032.2,1,1,0,1,3,0,0,0,0.0,95.25,95.25,0.0,0,0,0,0,0,0,1,95,0,0,64240,0,1,20,0,0,0,0,1.683728610005369E15,0.0,1.683728610005369E15,1.683728610005369E15,NeedManualLabel
192.168.226.1-192.168.226.135-56297-80-6,192.168.226.1,56297,192.168.226.135,80,6,10/05/2023 11:23:29 PM,111667,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,3098.498213438169,35.82078859466091,37222.33333333333,35491.24338950854,71209.0,397.0,111667.0,37222.33333333333,35491.24338950854,71209.0,397.0,0,0,0,0,0,0,0,0,0,92,0,35.82078859466091,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728609999274E15,0.0,1.683728609999274E15,1.683728609999274E15,NeedManualLabel
192.168.226.1-192.168.226.135-56295-80-6,192.168.226.1,56295,192.168.226.135,80,6,10/05/2023 11:23:29 PM,116135,4,0,348.0,0.0,348.0,0.0,87.0,174.0,0,0,0,0,2996.5126792095407,34.44267447367288,38711.66666666667,56271.57899271473,103342.0,593.0,116135.0,38711.66666666667,56271.57899271473,103342.0,593.0,0,0,0,0,0,0,0,0,0,92,0,34.44267447367288,0.0,0.0,348.0,69.6,155.63033123398537,24220.8,1,1,0,1,3,0,0,0,0.0,87.0,87.0,0.0,0,0,0,0,0,0,1,87,0,0,64240,0,1,20,0,0,0,0,1.683728609995131E15,0.0,1.683728609995131E15,1.683728609995131E15,NeedManualLabel
192.168.226.1-192.168.226.135-56296-80-6,192.168.226.1,56296,192.168.226.135,80,6,10/05/2023 11:23:29 PM,113149,4,0,348.0,0.0,348.0,0.0,87.0,174.0,0,0,0,0,3075.5905929349797,35.351616010746895,37716.333333333336,57653.27415102575,104086.0,37.0,113149.0,37716.333333333336,57653.27415102575,104086.0,37.0,0,0,0,0,0,0,0,0,0,92,0,35.351616010746895,0.0,0.0,348.0,69.6,155.63033123398537,24220.8,1,1,0,1,3,0,0,0,0.0,87.0,87.0,0.0,0,0,0,0,0,0,1,87,0,0,64240,0,1,20,0,0,0,0,1.683728609998357E15,0.0,1.683728609998357E15,1.683728609998357E15,NeedManualLabel
192.168.226.1-192.168.226.135-56298-80-6,192.168.226.1,56298,192.168.226.135,80,6,10/05/2023 11:23:30 PM,110966,4,0,348.0,0.0,348.0,0.0,87.0,174.0,0,0,0,0,3136.0957410377955,36.04707748319305,36988.66666666667,38213.60525170758,76729.0,511.0,110966.0,36988.66666666667,38213.60525170758,76729.0,511.0,0,0,0,0,0,0,0,0,0,92,0,36.04707748319305,0.0,0.0,348.0,69.6,155.63033123398537,24220.8,1,1,0,1,3,0,0,0,0.0,87.0,87.0,0.0,0,0,0,0,0,0,1,87,0,0,64240,0,1,20,0,0,0,0,1.683728610000611E15,0.0,1.683728610000611E15,1.683728610000611E15,NeedManualLabel
192.168.226.1-192.168.226.135-56299-80-6,192.168.226.1,56299,192.168.226.135,80,6,10/05/2023 11:23:30 PM,111863,4,0,378.0,0.0,378.0,0.0,94.5,189.0,0,0,0,0,3379.133404253417,35.7580254418351,37287.666666666664,33788.51642693614,75604.0,11761.0,111863.0,37287.666666666664,33788.51642693614,75604.0,11761.0,0,0,0,0,0,0,0,0,0,92,0,35.7580254418351,0.0,0.0,378.0,75.6,169.0467390989841,28576.8,1,1,0,1,3,0,0,0,0.0,94.5,94.5,0.0,0,0,0,0,0,0,1,94,0,0,64240,0,1,20,0,0,0,0,1.683728610001875E15,0.0,1.683728610001875E15,1.683728610001875E15,NeedManualLabel
192.168.226.1-192.168.226.135-56307-80-6,192.168.226.1,56307,192.168.226.135,80,6,10/05/2023 11:23:30 PM,132897,4,0,342.0,0.0,342.0,0.0,85.5,171.0,0,0,0,0,2573.421521930518,30.098497332520676,44299.0,47824.62248674839,95173.0,259.0,132897.0,44299.0,47824.62248674839,95173.0,259.0,0,0,0,0,0,0,0,0,0,92,0,30.098497332520676,0.0,0.0,342.0,68.4,152.9470496609856,23392.8,1,1,0,1,3,0,0,0,0.0,85.5,85.5,0.0,0,0,0,0,0,0,1,85,0,0,64240,0,1,20,0,0,0,0,1.683728610006708E15,0.0,1.683728610006708E15,1.683728610006708E15,NeedManualLabel
192.168.226.1-192.168.226.135-56294-80-6,192.168.226.1,56294,192.168.226.135,80,6,10/05/2023 11:23:29 PM,146851,4,0,393.0,0.0,393.0,0.0,98.25,196.5,0,0,0,0,2676.1819803746653,27.23849343892789,48950.33333333333,75226.72473485293,135637.0,798.0,146851.0,48950.33333333333,75226.72473485293,135637.0,798.0,0,0,0,0,0,0,0,0,0,92,0,27.23849343892789,0.0,0.0,393.0,78.6,175.75494303148346,30889.8,1,1,0,1,3,0,0,0,0.0,98.25,98.25,0.0,0,0,0,0,0,0,1,98,0,0,64240,0,1,20,0,0,0,0,1.683728609993643E15,0.0,1.683728609993643E15,1.683728609993643E15,NeedManualLabel
192.168.226.1-192.168.226.135-56308-80-6,192.168.226.1,56308,192.168.226.135,80,6,10/05/2023 11:23:30 PM,509857,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,678.6216527379246,7.84533702587196,169952.3333333333,292822.9851093205,508074.0,114.0,509857.0,169952.3333333333,292822.9851093205,508074.0,114.0,0,0,0,0,0,0,0,0,0,92,0,7.84533702587196,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610062745E15,0.0,1.683728610062745E15,1.683728610062745E15,NeedManualLabel
192.168.226.1-192.168.226.135-56309-80-6,192.168.226.1,56309,192.168.226.135,80,6,10/05/2023 11:23:30 PM,506463,4,0,348.0,0.0,348.0,0.0,87.0,174.0,0,0,0,0,687.1183087412111,7.897911594726565,168821.0,291308.05167210876,505194.0,101.0,506463.0,168821.0,291308.05167210876,505194.0,101.0,0,0,0,0,0,0,0,0,0,92,0,7.897911594726565,0.0,0.0,348.0,69.6,155.63033123398537,24220.8,1,1,0,1,3,0,0,0,0.0,87.0,87.0,0.0,0,0,0,0,0,0,1,87,0,0,64240,0,1,20,0,0,0,0,1.683728610067704E15,0.0,1.683728610067704E15,1.683728610067704E15,NeedManualLabel
192.168.226.1-192.168.226.135-56310-80-6,192.168.226.1,56310,192.168.226.135,80,6,10/05/2023 11:23:30 PM,504714,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,685.5367594320744,7.925280455862132,168238.0,290467.00416226283,503640.0,85.0,504714.0,168238.0,290467.00416226283,503640.0,85.0,0,0,0,0,0,0,0,0,0,92,0,7.925280455862132,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610070632E15,0.0,1.683728610070632E15,1.683728610070632E15,NeedManualLabel
192.168.226.1-192.168.226.135-56311-80-6,192.168.226.1,56311,192.168.226.135,80,6,10/05/2023 11:23:30 PM,504770,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,685.4607048754877,7.924401212433384,168256.6666666667,290946.77276493947,504213.0,102.0,504770.0,168256.6666666667,290946.77276493947,504213.0,102.0,0,0,0,0,0,0,0,0,0,92,0,7.924401212433384,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610074319E15,0.0,1.683728610074319E15,1.683728610074319E15,NeedManualLabel
192.168.226.1-192.168.226.135-56312-80-6,192.168.226.1,56312,192.168.226.135,80,6,10/05/2023 11:23:30 PM,501119,4,0,381.0,0.0,381.0,0.0,95.25,190.5,0,0,0,0,760.2984520642801,7.982135979677482,167039.6666666667,288950.5665547886,500691.0,70.0,501119.0,167039.6666666667,288950.5665547886,500691.0,70.0,0,0,0,0,0,0,0,0,0,92,0,7.982135979677482,0.0,0.0,381.0,76.2,170.38837988548397,29032.2,1,1,0,1,3,0,0,0,0.0,95.25,95.25,0.0,0,0,0,0,0,0,1,95,0,0,64240,0,1,20,0,0,0,0,1.683728610078498E15,0.0,1.683728610078498E15,1.683728610078498E15,NeedManualLabel
192.168.226.1-192.168.226.135-56313-80-6,192.168.226.1,56313,192.168.226.135,80,6,10/05/2023 11:23:30 PM,495385,4,0,354.0,0.0,354.0,0.0,88.5,177.0,0,0,0,0,714.595718481585,8.074527892447287,165128.3333333333,285630.5025313882,494946.0,101.0,495385.0,165128.3333333333,285630.5025313882,494946.0,101.0,0,0,0,0,0,0,0,0,0,92,0,8.074527892447287,0.0,0.0,354.0,70.8,158.3136128069851,25063.2,1,1,0,1,3,0,0,0,0.0,88.5,88.5,0.0,0,0,0,0,0,0,1,88,0,0,64240,0,1,20,0,0,0,0,1.683728610084763E15,0.0,1.683728610084763E15,1.683728610084763E15,NeedManualLabel
192.168.226.1-192.168.226.135-56315-80-6,192.168.226.1,56315,192.168.226.135,80,6,10/05/2023 11:23:30 PM,493958,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,700.4644119540527,8.097854473457257,164652.6666666667,285004.92367735214,493748.0,53.0,493958.0,164652.6666666667,285004.92367735214,493748.0,53.0,0,0,0,0,0,0,0,0,0,92,0,8.097854473457257,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610086471E15,0.0,1.683728610086471E15,1.683728610086471E15,NeedManualLabel
192.168.226.1-192.168.226.135-56314-80-6,192.168.226.1,56314,192.168.226.135,80,6,10/05/2023 11:23:30 PM,533292,4,0,354.0,0.0,354.0,0.0,88.5,177.0,0,0,0,0,663.8014446119574,7.500581295050367,177764.0,274113.9106502988,493456.0,110.0,533292.0,177764.0,274113.9106502988,493456.0,110.0,0,0,0,0,0,0,0,0,0,92,0,7.500581295050367,0.0,0.0,354.0,70.8,158.3136128069851,25063.2,1,1,0,1,3,0,0,0,0.0,88.5,88.5,0.0,0,0,0,0,0,0,1,88,0,0,64240,0,1,20,0,0,0,0,1.683728610087162E15,0.0,1.683728610087162E15,1.683728610087162E15,NeedManualLabel
192.168.226.1-192.168.226.135-56317-80-6,192.168.226.1,56317,192.168.226.135,80,6,10/05/2023 11:23:30 PM,628271,4,0,360.0,0.0,360.0,0.0,90.0,180.0,0,0,0,0,573.0011412272729,6.366679346969699,209423.66666666666,281643.5347426483,529645.0,152.0,628271.0,209423.66666666666,281643.5347426483,529645.0,152.0,0,0,0,0,0,0,0,0,0,92,0,6.366679346969699,0.0,0.0,360.0,72.0,160.99689437998487,25920.0,1,1,0,1,3,0,0,0,0.0,90.0,90.0,0.0,0,0,0,0,0,0,1,90,0,0,64240,0,1,20,0,0,0,0,1.68372861009106E15,0.0,1.68372861009106E15,1.68372861009106E15,NeedManualLabel
192.168.226.1-192.168.226.135-56316-80-6,192.168.226.1,56316,192.168.226.135,80,6,10/05/2023 11:23:30 PM,629139,4,0,360.0,0.0,360.0,0.0,90.0,180.0,0,0,0,0,572.2105925717528,6.357895473019476,209713.0,362793.6586807989,628631.0,110.0,629139.0,209713.0,362793.6586807989,628631.0,110.0,0,0,0,0,0,0,0,0,0,92,0,6.357895473019476,0.0,0.0,360.0,72.0,160.99689437998487,25920.0,1,1,0,1,3,0,0,0,0.0,90.0,90.0,0.0,0,0,0,0,0,0,1,90,0,0,64240,0,1,20,0,0,0,0,1.683728610091735E15,0.0,1.683728610091735E15,1.683728610091735E15,NeedManualLabel
192.168.226.1-192.168.226.135-56318-80-6,192.168.226.1,56318,192.168.226.135,80,6,10/05/2023 11:23:30 PM,625925,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,552.7818828134361,6.390541997843193,208641.6666666667,361127.69317837333,625636.0,72.0,625925.0,208641.6666666667,361127.69317837333,625636.0,72.0,0,0,0,0,0,0,0,0,0,92,0,6.390541997843193,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610095369E15,0.0,1.683728610095369E15,1.683728610095369E15,NeedManualLabel
192.168.226.1-192.168.226.135-56319-80-6,192.168.226.1,56319,192.168.226.135,80,6,10/05/2023 11:23:30 PM,625484,4,0,393.0,0.0,393.0,0.0,98.25,196.5,0,0,0,0,628.313434076651,6.395047675080417,208494.6666666667,360781.29934121214,625089.0,67.0,625484.0,208494.6666666667,360781.29934121214,625089.0,67.0,0,0,0,0,0,0,0,0,0,92,0,6.395047675080417,0.0,0.0,393.0,78.6,175.75494303148346,30889.8,1,1,0,1,3,0,0,0,0.0,98.25,98.25,0.0,0,0,0,0,0,0,1,98,0,0,64240,0,1,20,0,0,0,0,1.68372861009629E15,0.0,1.68372861009629E15,1.68372861009629E15,NeedManualLabel
192.168.226.1-192.168.226.135-56320-80-6,192.168.226.1,56320,192.168.226.135,80,6,10/05/2023 11:23:30 PM,621208,4,0,337.0,0.0,337.0,0.0,84.25,168.5,0,0,0,0,542.4914038454109,6.439067107957399,207069.3333333333,358434.6355827424,620954.0,124.0,621208.0,207069.3333333333,358434.6355827424,620954.0,124.0,0,0,0,0,0,0,0,0,0,92,0,6.439067107957399,0.0,0.0,337.0,67.4,150.7109816834858,22713.8,1,1,0,1,3,0,0,0,0.0,84.25,84.25,0.0,0,0,0,0,0,0,1,84,0,0,64240,0,1,20,0,0,0,0,1.683728610100906E15,0.0,1.683728610100906E15,1.683728610100906E15,NeedManualLabel
192.168.226.1-192.168.226.135-56321-80-6,192.168.226.1,56321,192.168.226.135,80,6,10/05/2023 11:23:30 PM,620042,4,0,342.0,0.0,342.0,0.0,85.5,171.0,0,0,0,0,551.5755384312675,6.451175888085001,206680.6666666667,357637.61047229543,619645.0,128.0,620042.0,206680.6666666667,357637.61047229543,619645.0,128.0,0,0,0,0,0,0,0,0,0,92,0,6.451175888085001,0.0,0.0,342.0,68.4,152.9470496609856,23392.8,1,1,0,1,3,0,0,0,0.0,85.5,85.5,0.0,0,0,0,0,0,0,1,85,0,0,64240,0,1,20,0,0,0,0,1.68372861010228E15,0.0,1.68372861010228E15,1.68372861010228E15,NeedManualLabel
192.168.226.1-192.168.226.135-56323-80-6,192.168.226.1,56323,192.168.226.135,80,6,10/05/2023 11:23:30 PM,619737,4,0,337.0,0.0,337.0,0.0,84.25,168.5,0,0,0,0,543.7790546635105,6.454350797193003,206579.0,357596.6156565244,619496.0,67.0,619737.0,206579.0,357596.6156565244,619496.0,67.0,0,0,0,0,0,0,0,0,0,92,0,6.454350797193003,0.0,0.0,337.0,67.4,150.7109816834858,22713.8,1,1,0,1,3,0,0,0,0.0,84.25,84.25,0.0,0,0,0,0,0,0,1,84,0,0,64240,0,1,20,0,0,0,0,1.683728610102905E15,0.0,1.683728610102905E15,1.683728610102905E15,NeedManualLabel
192.168.226.1-192.168.226.135-56322-80-6,192.168.226.1,56322,192.168.226.135,80,6,10/05/2023 11:23:30 PM,619631,3,0,337.0,0.0,337.0,0.0,112.33333333333334,194.56704071690388,0,0,0,0,543.8720787049066,4.841591205088189,309815.5,437883.6524243626,619446.0,185.0,619631.0,309815.5,437883.6524243626,619446.0,185.0,0,0,0,0,0,0,0,0,0,72,0,4.841591205088189,0.0,0.0,337.0,84.25,168.5,28392.249999999996,1,1,0,1,2,0,0,0,0.0,112.33333333333333,112.33333333333333,0.0,0,0,0,0,0,0,1,112,0,0,64240,0,1,20,0,0,0,0,1.683728610103354E15,0.0,1.683728610103354E15,1.683728610103354E15,NeedManualLabel
192.168.226.1-192.168.226.135-56325-80-6,192.168.226.1,56325,192.168.226.135,80,6,10/05/2023 11:23:30 PM,618197,4,0,337.0,0.0,337.0,0.0,84.25,168.5,0,0,0,0,545.1336709819038,6.470429329162063,206065.6666666667,356740.4014242476,617994.0,89.0,618197.0,206065.6666666667,356740.4014242476,617994.0,89.0,0,0,0,0,0,0,0,0,0,92,0,6.470429329162063,0.0,0.0,337.0,67.4,150.7109816834858,22713.8,1,1,0,1,3,0,0,0,0.0,84.25,84.25,0.0,0,0,0,0,0,0,1,84,0,0,64240,0,1,20,0,0,0,0,1.683728610104949E15,0.0,1.683728610104949E15,1.683728610104949E15,NeedManualLabel
192.168.226.1-192.168.226.135-56324-80-6,192.168.226.1,56324,192.168.226.135,80,6,10/05/2023 11:23:30 PM,618378,4,0,342.0,0.0,342.0,0.0,85.5,171.0,0,0,0,0,553.0597789701445,6.468535426551398,206126.0,356748.77628802037,618064.0,107.0,618378.0,206126.0,356748.77628802037,618064.0,107.0,0,0,0,0,0,0,0,0,0,92,0,6.468535426551398,0.0,0.0,342.0,68.4,152.9470496609856,23392.8,1,1,0,1,3,0,0,0,0.0,85.5,85.5,0.0,0,0,0,0,0,0,1,85,0,0,64240,0,1,20,0,0,0,0,1.68372861010517E15,0.0,1.68372861010517E15,1.68372861010517E15,NeedManualLabel
192.168.226.1-192.168.226.135-56326-80-6,192.168.226.1,56326,192.168.226.135,80,6,10/05/2023 11:23:30 PM,619532,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,558.4860830433295,6.456486509171439,206510.6666666667,356008.07339768764,617593.0,485.0,619532.0,206510.6666666667,356008.07339768764,617593.0,485.0,0,0,0,0,0,0,0,0,0,92,0,6.456486509171439,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610106043E15,0.0,1.683728610106043E15,1.683728610106043E15,NeedManualLabel
192.168.226.1-192.168.226.135-56328-80-6,192.168.226.1,56328,192.168.226.135,80,6,10/05/2023 11:23:30 PM,617720,4,0,378.0,0.0,378.0,0.0,94.5,189.0,0,0,0,0,611.9277342485268,6.47542575924367,205906.6666666667,356525.62781703833,617587.0,41.0,617720.0,205906.6666666667,356525.62781703833,617587.0,41.0,0,0,0,0,0,0,0,0,0,92,0,6.47542575924367,0.0,0.0,378.0,75.6,169.0467390989841,28576.8,1,1,0,1,3,0,0,0,0.0,94.5,94.5,0.0,0,0,0,0,0,0,1,94,0,0,64240,0,1,20,0,0,0,0,1.683728610108055E15,0.0,1.683728610108055E15,1.683728610108055E15,NeedManualLabel
192.168.226.1-192.168.226.135-56327-80-6,192.168.226.1,56327,192.168.226.135,80,6,10/05/2023 11:23:30 PM,620135,4,0,354.0,0.0,354.0,0.0,88.5,177.0,0,0,0,0,570.8434453788288,6.450208422359648,206711.6666666667,355311.30689908157,616988.0,514.0,620135.0,206711.6666666667,355311.30689908157,616988.0,514.0,0,0,0,0,0,0,0,0,0,92,0,6.450208422359648,0.0,0.0,354.0,70.8,158.3136128069851,25063.2,1,1,0,1,3,0,0,0,0.0,88.5,88.5,0.0,0,0,0,0,0,0,1,88,0,0,64240,0,1,20,0,0,0,0,1.683728610108834E15,0.0,1.683728610108834E15,1.683728610108834E15,NeedManualLabel
192.168.226.1-192.168.226.135-56330-80-6,192.168.226.1,56330,192.168.226.135,80,6,10/05/2023 11:23:30 PM,619774,4,0,360.0,0.0,360.0,0.0,90.0,180.0,0,0,0,0,580.8568929964794,6.4539654777386595,206591.3333333333,357558.21806292376,619464.0,143.0,619774.0,206591.3333333333,357558.21806292376,619464.0,143.0,0,0,0,0,0,0,0,0,0,92,0,6.4539654777386595,0.0,0.0,360.0,72.0,160.99689437998487,25920.0,1,1,0,1,3,0,0,0,0.0,90.0,90.0,0.0,0,0,0,0,0,0,1,90,0,0,64240,0,1,20,0,0,0,0,1.683728610109625E15,0.0,1.683728610109625E15,1.683728610109625E15,NeedManualLabel
192.168.226.1-192.168.226.135-56329-80-6,192.168.226.1,56329,192.168.226.135,80,6,10/05/2023 11:23:30 PM,619300,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,558.6953011464557,6.458905215565962,206433.3333333333,357107.02519599546,618785.0,189.0,619300.0,206433.3333333333,357107.02519599546,618785.0,189.0,0,0,0,0,0,0,0,0,0,92,0,6.458905215565962,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610110377E15,0.0,1.683728610110377E15,1.683728610110377E15,NeedManualLabel
192.168.226.1-192.168.226.135-56331-80-6,192.168.226.1,56331,192.168.226.135,80,6,10/05/2023 11:23:30 PM,730650,4,0,342.0,0.0,342.0,0.0,85.5,171.0,0,0,0,0,468.0763703551632,5.4745774310545405,243550.0,420620.12989751215,729240.0,245.0,730650.0,243550.0,420620.12989751215,729240.0,245.0,0,0,0,0,0,0,0,0,0,92,0,5.4745774310545405,0.0,0.0,342.0,68.4,152.9470496609856,23392.8,1,1,0,1,3,0,0,0,0.0,85.5,85.5,0.0,0,0,0,0,0,0,1,85,0,0,64240,0,1,20,0,0,0,0,1.683728610111627E15,0.0,1.683728610111627E15,1.683728610111627E15,NeedManualLabel
